tBodyAcc-std()-Y,tBodyAcc-mad()-Y,tBodyAcc-max()-Y,tBodyAcc-iqr()-Y,tGravityAcc-mean()-Z,tGravityAcc-max()-Z,tGravityAcc-min()-Z,fBodyAcc-mean()-Y,fBodyAcc-std()-Y,fBodyAcc-mad()-Y,fBodyAcc-max()-Y,fBodyAcc-bandsEnergy()-17;32,fBodyAccMag-mad(),fBodyAccMag-iqr(),angle(Z;gravityMean)
-0.41510375,-0.48077442,-0.19190657,-0.59000807,-0.31234248,-0.31750434,-0.29164258,-0.51723816,-0.37925569,-0.41321547,-0.38950633,-0.81240793,-0.44869847,-0.80854743,0.29909547
-0.42785527,-0.48728975,-0.21370439,-0.62417932,-0.31150594,-0.31750434,-0.29567621,-0.43629454,-0.42442205,-0.37821189,-0.47098532,-0.82195652,-0.48048475,-0.81274341,0.2995565
-0.36384437,-0.41812034,-0.17794322,-0.51610644,-0.31661177,-0.32090223,-0.30208065,-0.43264318,-0.33854781,-0.30061617,-0.40870373,-0.77795552,-0.41115136,-0.77727719,0.30253606
-0.33701873,-0.3810262,-0.17794322,-0.49182512,-0.30766362,-0.30885335,-0.30208065,-0.48459438,-0.28698845,-0.40213475,-0.25318452,-0.75923555,-0.36650906,-0.75065849,0.29583706
-0.40606425,-0.43968129,-0.20324292,-0.57343679,-0.30557636,-0.30885335,-0.2876587,-0.49284249,-0.37499277,-0.37641377,-0.38760524,-0.80914457,-0.43098466,-0.79901051,0.29511883
-0.4161883,-0.44696158,-0.285975,-0.52333796,-0.31730209,-0.31901866,-0.29381004,-0.59618881,-0.35867491,-0.50462611,-0.33634801,-0.81215354,-0.43512841,-0.81939143,0.3030077
-0.35177654,-0.38784569,-0.17530904,-0.47380155,-0.32463089,-0.33381102,-0.29993568,-0.57544073,-0.28221177,-0.48251885,-0.25097411,-0.76722076,-0.33423297,-0.75718982,0.30727932
-0.35937,-0.4016892,-0.17530904,-0.53417917,-0.32692024,-0.33020157,-0.30501903,-0.39322496,-0.34636804,-0.31182091,-0.42781592,-0.7767107,-0.39343299,-0.77095241,0.30985828
-0.33252189,-0.42250955,-0.014838937,-0.65234779,-0.26132306,-0.24114284,-0.27397813,-0.43006804,-0.29763977,-0.30766828,-0.33473869,-0.75869149,-0.2942694,-0.69090266,0.26542419
-0.29996965,-0.38653669,0.032744974,-0.64335567,-0.22941831,-0.2386495,-0.23313375,-0.41976844,-0.25789306,-0.28437997,-0.30440417,-0.73635355,-0.2056849,-0.63382506,0.24176893
-0.33526145,-0.4166696,0.032744974,-0.62877636,-0.23188192,-0.2386495,-0.21701859,-0.37782987,-0.31911119,-0.25914746,-0.38043744,-0.76444833,-0.26882377,-0.62659577,0.24213286
-0.28686089,-0.38253212,0.22752453,-0.61543309,-0.24413986,-0.25419032,-0.23875323,-0.35853582,-0.26040578,-0.24823759,-0.3186037,-0.72918778,-0.20187557,-0.58205833,0.2506646
-0.20043752,-0.28428854,0.22752453,-0.58794097,-0.25634534,-0.25773416,-0.2425285,-0.27310305,-0.17346947,-0.19528615,-0.2263988,-0.65517319,-0.1526075,-0.55783145,0.25904058
-0.2562899,-0.33597827,0.03167892,-0.60601756,-0.2569011,-0.26414654,-0.2425285,-0.2307121,-0.26652152,-0.23126417,-0.31819007,-0.7050439,-0.32220139,-0.65563071,0.25824266
-0.22871598,-0.31870399,0.17343082,-0.61446741,-0.25841982,-0.26414654,-0.24318356,-0.27536535,-0.21100968,-0.18921347,-0.30181804,-0.68252129,-0.2951835,-0.66545553,0.25965539
-0.1888159,-0.27165582,0.17343082,-0.5475471,-0.25181849,-0.24840709,-0.24318356,-0.19925451,-0.18461614,-0.1856576,-0.24187563,-0.65056353,-0.27075969,-0.63185268,0.25631024
-0.23323395,-0.31931972,0.1712632,-0.59852934,-0.23626519,-0.24840709,-0.22582203,-0.30435614,-0.20685954,-0.10500443,-0.33207168,-0.68238642,-0.27094466,-0.65719703,0.24535746
-0.98841914,-0.99158816,-0.93046955,-0.99430437,-0.16918009,-0.17450778,-0.15482657,-0.98247371,-0.99183827,-0.9872812,-0.99617217,-0.99993907,-0.92632315,-0.99656515,0.19946215
-0.99423133,-0.99523195,-0.93620205,-0.99579589,-0.17671922,-0.18801799,-0.15482657,-0.99278703,-0.99489287,-0.99274014,-0.99664104,-0.9999746,-0.93063003,-0.99687294,0.20430214
-0.99549401,-0.99624235,-0.93620205,-0.99634269,-0.16617786,-0.17743903,-0.15379934,-0.99329541,-0.99672473,-0.99516003,-0.99738973,-0.99997456,-0.93240764,-0.99699666,0.19717191
-0.99688765,-0.99708513,-0.94338104,-0.99647096,-0.15391243,-0.166846,-0.13553854,-0.99559531,-0.99757781,-0.99669028,-0.9981305,-0.99998786,-0.97180616,-0.99927992,0.18884943
-0.99656101,-0.996927,-0.9432088,-0.99671693,-0.14597047,-0.16581217,-0.12481877,-0.99561869,-0.99700297,-0.99576326,-0.99849179,-0.99998435,-0.97609587,-0.99940423,0.18340336
-0.99785196,-0.99816536,-0.9432088,-0.99795774,-0.14760823,-0.16581217,-0.13013378,-0.99702388,-0.99828436,-0.99810636,-0.99850158,-0.99998863,-0.97273408,-0.99936868,0.18450142
-0.99339534,-0.99526623,-0.93099082,-0.99699169,-0.15670815,-0.16975303,-0.13387226,-0.9909843,-0.99463417,-0.99219113,-0.99732146,-0.99996717,-0.96909559,-0.99922267,0.1907418
-0.99015301,-0.99109777,-0.93099082,-0.99139232,-0.16355181,-0.18161016,-0.15113024,-0.98635034,-0.99213975,-0.98835112,-0.99538773,-0.99993879,-0.94075553,-0.99751601,0.19546105
-0.99292433,-0.99339857,-0.9388266,-0.99289654,-0.17924912,-0.18161016,-0.16730516,-0.99214067,-0.99318236,-0.99267719,-0.99274414,-0.99995214,-0.93097187,-0.99700904,0.2061537
-0.99588412,-0.99623658,-0.94365261,-0.99638579,-0.19443626,-0.20387103,-0.16730516,-0.99611454,-0.9956569,-0.99570295,-0.99450836,-0.99997346,-0.97980594,-0.99962951,0.21648352
-0.998162,-0.99825466,-0.94365261,-0.99798935,-0.19680134,-0.21763646,-0.16912872,-0.99771957,-0.99835751,-0.99819041,-0.99784209,-0.99999279,-0.99030894,-0.99983762,0.21812587
-0.99756957,-0.99764844,-0.94192668,-0.99735521,-0.19713301,-0.21616891,-0.16912872,-0.99709864,-0.99775875,-0.99727643,-0.9976171,-0.99998804,-0.98959429,-0.99982575,0.21839633
-0.99525193,-0.99538046,-0.93866809,-0.99482314,-0.19538432,-0.21576588,-0.16896398,-0.99357566,-0.99610448,-0.99418036,-0.99764419,-0.99997533,-0.98969333,-0.99981,0.21720498
-0.99551721,-0.99586761,-0.93866809,-0.99482295,-0.19580179,-0.21576588,-0.17030904,-0.99476204,-0.99581159,-0.99393486,-0.99719147,-0.99997559,-0.98421344,-0.99967106,0.21749734
-0.99690248,-0.997162,-0.94520606,-0.99699834,-0.19893112,-0.21792695,-0.17132469,-0.99685981,-0.99682935,-0.99655374,-0.99765665,-0.99998127,-0.98111638,-0.99963311,0.21969047
-0.99795155,-0.99797591,-0.94050287,-0.99749288,-0.19931078,-0.21794571,-0.17132469,-0.99658156,-0.99878752,-0.99775085,-0.99946328,-0.99999173,-0.99333724,-0.99987776,0.21992633
-0.99710762,-0.9974998,-0.94050287,-0.99772397,-0.19608904,-0.21463968,-0.17006412,-0.99547762,-0.9980597,-0.99675282,-0.99894871,-0.99998779,-0.99065551,-0.99982284,0.21765579
-0.99457826,-0.99526637,-0.937978,-0.99580199,-0.19245568,-0.21248042,-0.16594695,-0.99280827,-0.99545757,-0.99357007,-0.99749036,-0.99996642,-0.97749201,-0.99943958,0.21515379
-0.98247364,-0.98873878,-0.8863616,-0.99256041,-0.19184103,-0.21248042,-0.16559327,-0.97643659,-0.98552392,-0.98110734,-0.99065653,-0.99981226,-0.92371949,-0.99586459,0.21475178
-0.96780563,-0.98028642,-0.88633821,-0.98770233,-0.1940456,-0.21331697,-0.16613549,-0.95043517,-0.97807585,-0.96708155,-0.98698214,-0.99968304,-0.91801361,-0.99376814,0.21628198
-0.97355413,-0.98711749,-0.88633821,-0.99361774,-0.19549604,-0.21685606,-0.16828016,-0.95742119,-0.98366997,-0.97488432,-0.99240052,-0.99983169,-0.94923136,-0.99651685,0.21732006
-0.97621762,-0.97967737,-0.91754181,-0.98256886,-0.18844549,-0.18477233,-0.18372416,-0.96963939,-0.97935893,-0.97198843,-0.98637364,-0.99966272,-0.91300919,-0.99510532,0.21255818
-0.97931691,-0.98235176,-0.91758335,-0.98690393,-0.20232567,-0.20345674,-0.18372416,-0.97610152,-0.98066045,-0.97821195,-0.98200484,-0.99977743,-0.8607652,-0.98819716,0.22195139
-0.89828279,-0.94110138,-0.75725181,-0.9769457,-0.175847,-0.15398408,-0.18185222,-0.88699362,-0.9029903,-0.86975554,-0.94558167,-0.99418348,-0.80458345,-0.97511183,0.20393599
-0.89754736,-0.93766401,-0.75725181,-0.96974527,-0.14381736,-0.14902006,-0.15059638,-0.88668956,-0.90205175,-0.87076998,-0.9482868,-0.99405199,-0.83143953,-0.9802413,0.18202847
-0.98337579,-0.9874545,-0.92205276,-0.99227599,-0.15841218,-0.14902006,-0.1698771,-0.98085563,-0.98440987,-0.97844159,-0.98965517,-0.99979592,-0.82166963,-0.98336141,0.19195343
-0.9953223,-0.99590507,-0.94042545,-0.9960357,-0.19012945,-0.17954313,-0.17109121,-0.99409743,-0.99589017,-0.99375124,-0.99766775,-0.99997989,-0.91270433,-0.99533392,0.21357736
-0.9948973,-0.99575072,-0.93771072,-0.99664499,-0.19079878,-0.20601514,-0.17109121,-0.99400673,-0.99525327,-0.99371405,-0.99687809,-0.99998199,-0.92248665,-0.996479,0.21401002
-0.99015807,-0.99236862,-0.9323455,-0.99505194,-0.18446493,-0.20601514,-0.15914609,-0.98771479,-0.99128414,-0.98757531,-0.99545092,-0.99991319,-0.97265647,-0.99927987,0.209651
-0.98962801,-0.99170069,-0.9323455,-0.99415057,-0.1831485,-0.19929847,-0.15670489,-0.98931157,-0.98962236,-0.98841243,-0.99288743,-0.99989917,-0.96578469,-0.99905247,0.20876866
-0.97773943,-0.98229634,-0.90072595,-0.98943796,-0.18249596,-0.19929847,-0.16088923,-0.97151384,-0.98071956,-0.97347323,-0.99026702,-0.99972127,-0.9179015,-0.99525578,0.20831771
-0.97323762,-0.97826895,-0.90072595,-0.98748556,-0.18584192,-0.19930441,-0.16123444,-0.96699375,-0.97610778,-0.97093637,-0.98331867,-0.99959436,-0.91233158,-0.99464846,0.21060755
-0.98174909,-0.98577625,-0.91637323,-0.99001763,-0.18935897,-0.20954713,-0.16545136,-0.97927631,-0.98274083,-0.97738939,-0.99013414,-0.99982302,-0.94257735,-0.99739912,0.21304889
-0.97859751,-0.98128296,-0.8966753,-0.98264012,-0.19293513,-0.20957301,-0.16768481,-0.96799949,-0.98462868,-0.97738257,-0.99113935,-0.99983363,-0.94903862,-0.99745886,0.21549325
-0.97997301,-0.98339366,-0.8966753,-0.98648439,-0.19127878,-0.20405769,-0.16768481,-0.96989534,-0.98574285,-0.97898366,-0.99301793,-0.99986439,-0.93679325,-0.99663381,0.21432623
-0.98724891,-0.98911692,-0.93078035,-0.99096652,-0.1845253,-0.20331679,-0.16345469,-0.98394351,-0.98879311,-0.98550846,-0.99230825,-0.99991184,-0.89902995,-0.99243797,0.2097265
-0.97205752,-0.98009305,-0.89938353,-0.98769273,-0.18493693,-0.20331679,-0.16071768,-0.96143593,-0.97757915,-0.96507302,-0.98986915,-0.99981842,-0.89680503,-0.99010298,0.21004568
-0.97217586,-0.98000312,-0.89938353,-0.98757917,-0.1894334,-0.20529156,-0.17399222,-0.95814634,-0.98022052,-0.9704333,-0.98988188,-0.99977039,-0.93921916,-0.99430114,0.21315033
-0.92760037,-0.92692671,-0.91019147,-0.92843774,0.11678725,0.17774807,-0.14845393,-0.9410401,-0.92258133,-0.94398666,-0.91275773,-0.99690007,-0.43855462,-0.80681644,0.003018463
-0.97809132,-0.97973668,-0.90894061,-0.98135577,0.18284314,0.17774807,0.18927188,-0.97703369,-0.97838367,-0.97292859,-0.98492277,-0.99965046,-0.86960593,-0.99033881,-0.041770395
-0.98105799,-0.98431415,-0.90894061,-0.98738027,0.16867002,0.14400168,0.18927188,-0.97923845,-0.9817199,-0.97699785,-0.98566045,-0.99973683,-0.96813376,-0.99894264,-0.032551962
-0.99241251,-0.99251274,-0.94272555,-0.99207174,0.17233693,0.14350162,0.1908652,-0.99127771,-0.99285044,-0.99224604,-0.99289812,-0.99994582,-0.98161648,-0.99963498,-0.034937833
-0.98453785,-0.98809175,-0.93828342,-0.99164489,0.17326462,0.14350162,0.19452044,-0.98392972,-0.98464623,-0.98266527,-0.98725792,-0.99982167,-0.96625443,-0.99907656,-0.035599708
-0.98095683,-0.98517383,-0.9194184,-0.98946462,0.16772383,0.14102488,0.1822275,-0.98173876,-0.98045349,-0.98104841,-0.98128541,-0.99973067,-0.95967893,-0.99881388,-0.031722796
-0.98604296,-0.98797636,-0.9194184,-0.99211198,0.16229076,0.13806539,0.18186756,-0.98952613,-0.98451546,-0.98757829,-0.98309382,-0.99983191,-0.96734411,-0.99924443,-0.027892943
-0.99341531,-0.99383068,-0.94229438,-0.99336707,0.16632861,0.14111118,0.18186756,-0.9940111,-0.99300342,-0.99268878,-0.99440721,-0.99994759,-0.97506281,-0.99945782,-0.030755837
-0.99521031,-0.99523777,-0.94229438,-0.99473552,0.17215316,0.14111118,0.19224931,-0.99417121,-0.99566187,-0.99466927,-0.99700932,-0.99996814,-0.98906265,-0.9997711,-0.034913987
-0.99667496,-0.99710199,-0.94052047,-0.9968554,0.17202787,0.14091403,0.19535388,-0.99555317,-0.99723782,-0.99594818,-0.99811973,-0.99998139,-0.99443936,-0.99992533,-0.034930101
-0.99802332,-0.9981398,-0.94052047,-0.99812839,0.17158806,0.14006465,0.19535388,-0.99728407,-0.99840614,-0.99744558,-0.99909594,-0.99998903,-0.99508484,-0.99993399,-0.034658035
-0.99695453,-0.99719955,-0.94063406,-0.99710561,0.17061463,0.13991056,0.19312078,-0.99601093,-0.99741534,-0.99623875,-0.99835698,-0.99998481,-0.99245705,-0.9998848,-0.033918271
-0.99557566,-0.99573525,-0.94063406,-0.99570099,0.17007993,0.14003037,0.19312078,-0.99350337,-0.99672318,-0.99557126,-0.99726838,-0.99997889,-0.99419355,-0.99990977,-0.03344116
-0.99535991,-0.99538965,-0.94266192,-0.9952816,0.17177266,0.14161509,0.19337058,-0.99346505,-0.99636668,-0.99496297,-0.99775206,-0.99997358,-0.99603026,-0.99994056,-0.034594159
-0.99601492,-0.99633521,-0.94360695,-0.99608724,0.17385742,0.14404558,0.19641503,-0.99542388,-0.99622701,-0.9955484,-0.99683319,-0.99997359,-0.99336755,-0.99989917,-0.03614422
-0.99649759,-0.99685071,-0.94067064,-0.99750768,0.17561919,0.14473223,0.19799888,-0.99654883,-0.99636836,-0.99560663,-0.99745382,-0.99997626,-0.99397789,-0.99991261,-0.037415733
-0.99671288,-0.99728062,-0.94067064,-0.99776428,0.17602138,0.14473223,0.19953389,-0.9959875,-0.9970262,-0.99663526,-0.99734589,-0.99998037,-0.99472001,-0.99992836,-0.037616467
-0.99768388,-0.99827366,-0.9417395,-0.99866236,0.17614352,0.14515992,0.19953389,-0.9964773,-0.99837077,-0.9972386,-0.99917497,-0.99998989,-0.99611417,-0.99995284,-0.037651613
-0.99799113,-0.99828846,-0.94208472,-0.99769657,0.17686629,0.14521742,0.20027428,-0.99770302,-0.99808473,-0.99749944,-0.9989743,-0.99999241,-0.99639011,-0.99996441,-0.038185295
-0.99713818,-0.99775884,-0.94254198,-0.9976187,0.17699325,0.14563248,0.20054949,-0.99582819,-0.99785539,-0.99675809,-0.99859287,-0.99998527,-0.99525589,-0.9999266,-0.038336827
-0.82339134,-0.83443428,-0.65018412,-0.88878888,-0.020137969,0.12243714,-0.029913309,-0.83915463,-0.81728678,-0.84769581,-0.8131554,-0.98255835,-0.32365781,-0.75401485,0.097693523
-0.97667448,-0.9788089,-0.91464513,-0.98233709,-0.035992481,-0.053181135,-0.029432847,-0.97974657,-0.97528191,-0.97522257,-0.97652902,-0.99960965,-0.95525236,-0.99836209,0.10847037
-0.98071126,-0.98593935,-0.90308036,-0.99221038,-0.028071658,-0.053181135,-0.005485929,-0.97438679,-0.98386192,-0.97788605,-0.99023609,-0.99980727,-0.97774137,-0.99922782,0.10310713
-0.98326994,-0.98834641,-0.90308036,-0.99409313,-0.0300792,-0.053351619,-0.004773308,-0.97963865,-0.98490069,-0.97872456,-0.99141875,-0.9998674,-0.97616124,-0.99926833,0.10446525
-0.99508259,-0.99631368,-0.93736106,-0.99727509,-0.03168317,-0.057565814,-0.004773308,-0.99313951,-0.9960996,-0.99572324,-0.9965635,-0.99997346,-0.99169894,-0.99986094,0.10556152
-0.99784019,-0.99813029,-0.94310715,-0.99821183,-0.030377118,-0.052858014,-0.004533005,-0.99736855,-0.99804077,-0.99738601,-0.99881107,-0.99998948,-0.98726153,-0.99975974,0.1046722
-0.96921776,-0.97536247,-0.88967816,-0.98671167,-0.02602666,-0.047271908,-0.003826574,-0.96017301,-0.97360417,-0.96193584,-0.9870115,-0.99956113,-0.85672285,-0.98839315,0.1017071
-0.95041549,-0.95794336,-0.87576917,-0.96923909,-0.030405423,-0.047271908,-0.013404035,-0.93993162,-0.9551653,-0.94154152,-0.971948,-0.99871889,-0.87984639,-0.9885181,0.10469463
-0.95329921,-0.95821592,-0.87576917,-0.96369318,-0.038974248,-0.054453679,-0.013786783,-0.94774139,-0.95558269,-0.93943096,-0.97414689,-0.99865357,-0.89076063,-0.99016963,0.11053278
-0.97069948,-0.97207241,-0.92010568,-0.97019517,-0.041249727,-0.064943481,-0.01637511,-0.96215513,-0.97482789,-0.96604059,-0.98554866,-0.99947657,-0.95393781,-0.99798629,0.11208405
-0.98015011,-0.98195406,-0.92010568,-0.98359949,-0.038883505,-0.058093077,-0.01637511,-0.97678063,-0.98158223,-0.97764003,-0.9837995,-0.9997404,-0.96751111,-0.99906658,0.11047222
-0.99015655,-0.99083711,-0.94061476,-0.99032944,-0.032670729,-0.056129554,-0.013145433,-0.98739938,-0.99146643,-0.9893236,-0.99408934,-0.99992137,-0.97108203,-0.99929879,0.10623282
-0.98486947,-0.98804887,-0.9156916,-0.99034578,-0.030060956,-0.056129554,-0.004123994,-0.98080699,-0.98678538,-0.98259498,-0.9907123,-0.99984128,-0.94450196,-0.99778951,0.10445183
-0.98112902,-0.98310041,-0.9156916,-0.98554881,-0.029954802,-0.056094035,-0.003660856,-0.97955626,-0.98167231,-0.98035252,-0.98298465,-0.99975214,-0.93606803,-0.99732175,0.10438255
-0.98383414,-0.9857032,-0.92649921,-0.98856323,-0.030319484,-0.056094035,-0.00512801,-0.98146377,-0.98479271,-0.98498367,-0.98587481,-0.99981316,-0.93286462,-0.99725349,0.10463164
-0.99042133,-0.9921243,-0.9384978,-0.99437825,-0.03835548,-0.056753948,-0.027369516,-0.98903362,-0.99096172,-0.98807948,-0.99357439,-0.99991635,-0.93818447,-0.99761886,0.1101028
-0.25556596,-0.27227349,-0.83736981,-0.33685846,0.76221235,0.76067007,0.63308751,-0.34405424,-0.22326323,-0.35039022,-0.20908457,-0.69808974,0.095253246,-0.34697765,-0.55106329
-0.89420531,-0.89275189,-0.83736981,-0.88217812,0.79717244,0.76067007,0.8010543,-0.92118001,-0.88487888,-0.90433071,-0.87668438,-0.9934503,-0.89205696,-0.99309719,-0.54122839
-0.95379651,-0.96450421,-0.85858722,-0.97931866,0.78816543,0.74856401,0.8010543,-0.94672906,-0.95681247,-0.95037703,-0.95909614,-0.99887022,-0.9626763,-0.99833995,-0.54192434
-0.9818967,-0.98261947,-0.9394486,-0.98380674,0.78819595,0.74112632,0.80105709,-0.98354284,-0.98104282,-0.98321716,-0.97891343,-0.99974901,-0.98205161,-0.99965267,-0.54119785
-0.99370241,-0.99393757,-0.9394486,-0.99390153,0.78906225,0.74112632,0.8034143,-0.99184036,-0.99460056,-0.9928527,-0.99622809,-0.9999603,-0.99697356,-0.99996338,-0.54032511
-0.99352912,-0.9938489,-0.9410846,-0.99426812,0.78846088,0.7409906,0.80336891,-0.99336485,-0.99347711,-0.99340221,-0.99319445,-0.99995552,-0.99247728,-0.99990418,-0.53995588
-0.9809046,-0.9862896,-0.90658334,-0.99366704,0.78925382,0.74344993,0.80336891,-0.97773757,-0.98224325,-0.9765936,-0.98673365,-0.99975711,-0.98027121,-0.99957621,-0.54024116
-0.98230112,-0.98606597,-0.90658334,-0.99099129,0.79176108,0.74513156,0.80389969,-0.97923492,-0.98360729,-0.9778302,-0.98685968,-0.99979195,-0.98014713,-0.99952565,-0.54257827
-0.98938732,-0.99026173,-0.93530768,-0.99042826,0.79273409,0.74513156,0.80621611,-0.98922716,-0.98930707,-0.98851565,-0.98957906,-0.99989351,-0.99151251,-0.99985153,-0.54431913
-0.99140585,-0.99247783,-0.93454434,-0.99351866,0.79139616,0.74483765,0.8056178,-0.99242697,-0.99080639,-0.99120584,-0.99121932,-0.99992111,-0.99347986,-0.99992057,-0.54324313
-0.99431726,-0.99462872,-0.93454434,-0.99526846,0.79060336,0.74240456,0.8056178,-0.99303059,-0.99488668,-0.99286498,-0.99732613,-0.99995799,-0.99711323,-0.99996075,-0.54189224
-0.98924695,-0.99092883,-0.92807451,-0.99175791,0.79055164,0.74227337,0.80556549,-0.9876796,-0.98986455,-0.98722083,-0.99312894,-0.99990097,-0.98458751,-0.99970037,-0.54169112
-0.98802947,-0.99007667,-0.92807451,-0.9922029,0.79023424,0.74214309,0.80449782,-0.98707,-0.98832405,-0.98469805,-0.99270436,-0.99988401,-0.98665385,-0.99971048,-0.54208082
-0.99128547,-0.99257738,-0.93298674,-0.99396699,0.78923435,0.74206795,0.80321518,-0.99120113,-0.99117932,-0.99078187,-0.99200563,-0.99992214,-0.99327493,-0.9998625,-0.54137227
-0.99233205,-0.99384466,-0.93298674,-0.99559571,0.78814433,0.74070087,0.80302296,-0.99230975,-0.99220202,-0.99126086,-0.99378525,-0.99993415,-0.99418046,-0.99991699,-0.54014894
-0.98984642,-0.9907126,-0.93449142,-0.99165588,0.78826583,0.74077466,0.80302296,-0.98901811,-0.99009131,-0.98839556,-0.99388609,-0.99989983,-0.99231166,-0.9998998,-0.54039449
-0.98335502,-0.9856207,-0.90098574,-0.98676532,0.78878417,0.74085706,0.80348456,-0.98386549,-0.98296685,-0.98232633,-0.98276767,-0.99980629,-0.98777061,-0.99973364,-0.5409142
-0.95010488,-0.95628334,-0.89839761,-0.96564653,0.84993385,0.84054219,0.83611626,-0.9386888,-0.95535546,-0.94896665,-0.96053278,-0.99863795,-0.76133974,-0.96861602,-0.61670109
-0.96665105,-0.97224273,-0.89839761,-0.98013639,0.82728148,0.79134398,0.83611626,-0.95599458,-0.97192938,-0.96258518,-0.98178157,-0.9994117,-0.96032352,-0.99797808,-0.59128564
-0.98572068,-0.98723405,-0.93355724,-0.98765472,0.82756103,0.78157663,0.83722666,-0.98544153,-0.98568201,-0.9823566,-0.99126006,-0.99982885,-0.9769497,-0.99946095,-0.58933492
-0.9898483,-0.99107722,-0.95235713,-0.99341991,0.82387007,0.78123524,0.83538416,-0.98850223,-0.99035808,-0.98762155,-0.99469877,-0.99990534,-0.98158212,-0.99962088,-0.58439303
-0.98502525,-0.98675485,-0.94036534,-0.98694493,0.82134844,0.77297041,0.83538416,-0.98776185,-0.98375917,-0.98739123,-0.98211419,-0.99981401,-0.98400327,-0.99975645,-0.58062329
-0.99071819,-0.99148139,-0.93594087,-0.99330593,0.82191752,0.77303941,0.83573036,-0.99196687,-0.990024,-0.9912068,-0.98817398,-0.99991379,-0.99615736,-0.99994696,-0.58094689
-0.98880968,-0.9885499,-0.93594087,-0.98886122,0.82183988,0.77303941,0.8363239,-0.98996574,-0.98815275,-0.98891233,-0.98688043,-0.99988214,-0.99623346,-0.99993754,-0.58103711
-0.98757507,-0.99294597,-0.91252974,-0.99667783,0.82186622,0.77309911,0.8363239,-0.9854956,-0.98843783,-0.98375223,-0.99358743,-0.99986783,-0.98975226,-0.9998403,-0.58066095
-0.96557952,-0.96757225,-0.89485213,-0.97270622,0.8227361,0.77506579,0.83655769,-0.97215124,-0.9629556,-0.96574991,-0.96294057,-0.99919783,-0.96180916,-0.99895697,-0.58130311
-0.94832829,-0.9486164,-0.89485213,-0.95178111,0.82399951,0.77559156,0.83727079,-0.96237893,-0.94329725,-0.95150222,-0.943054,-0.99829502,-0.95941959,-0.99888972,-0.58261715
-0.98316602,-0.9839221,-0.94645369,-0.98433596,0.82354071,0.77559156,0.83682284,-0.98570939,-0.98196973,-0.98503277,-0.98079674,-0.99977629,-0.97204763,-0.99940509,-0.58171783
-0.97853951,-0.97766114,-0.9407443,-0.97610992,0.82231744,0.77431683,0.83682284,-0.98068777,-0.97749058,-0.98080042,-0.97506671,-0.99966309,-0.96835582,-0.99923926,-0.57974862
-0.98873337,-0.98903082,-0.93307673,-0.98918138,0.82268804,0.77396203,0.83682764,-0.99341081,-0.9868366,-0.99254578,-0.98375504,-0.99987689,-0.99198855,-0.9999199,-0.57979369
-0.98916307,-0.9893646,-0.93307673,-0.98936926,0.82323789,0.77412774,0.83747536,-0.99292493,-0.98755321,-0.99213424,-0.98502574,-0.99988555,-0.99298031,-0.99991047,-0.58069712
-0.39045822,-0.41313725,-0.16820198,-0.45884537,-0.31019818,-0.32214662,-0.29779071,-0.31219877,-0.42414603,-0.29778137,-0.63333008,-0.83109357,-0.51702819,-0.7853125,0.29722547
-0.33347299,-0.352478,-0.14556939,-0.40826983,-0.31503351,-0.32524251,-0.29015234,-0.27671902,-0.35715989,-0.23101496,-0.53653929,-0.7907698,-0.49182302,-0.73536935,0.30197633
-0.29543358,-0.31851803,-0.14556939,-0.34391906,-0.31927911,-0.33481233,-0.29015234,-0.19727118,-0.33800711,-0.18360905,-0.54060519,-0.78708961,-0.43873312,-0.70798647,0.3055212
-0.34384198,-0.38423512,-0.10454435,-0.43671709,-0.32011917,-0.33225218,-0.29268599,-0.2111365,-0.40411652,-0.24040388,-0.62764302,-0.82128102,-0.50405378,-0.75204384,0.30578781
-0.37262,-0.41724471,-0.10454435,-0.4625875,-0.31764682,-0.32931984,-0.29453288,-0.28486332,-0.41071635,-0.28728742,-0.56658053,-0.82753364,-0.53812261,-0.77907335,0.30342235
-0.34525734,-0.38331703,-0.25215241,-0.4303474,-0.32233935,-0.32931984,-0.30084407,-0.27943173,-0.37302191,-0.24526549,-0.54661914,-0.79184214,-0.57276797,-0.79439487,0.30625125
-0.27942586,-0.33288054,-0.057020036,-0.39350201,-0.32615085,-0.33710981,-0.30084407,-0.16880513,-0.32793975,-0.1266311,-0.56143468,-0.75984384,-0.48149158,-0.70913954,0.30978726
-0.27297871,-0.3132952,-0.057020036,-0.3682922,-0.32106243,-0.33646255,-0.29641914,-0.15634162,-0.32436354,-0.16583781,-0.54603158,-0.77463046,-0.41456466,-0.65409135,0.30654808
-0.31907664,-0.35694838,0.037817283,-0.37845423,-0.3247092,-0.33646255,-0.3090005,-0.19463415,-0.37479303,-0.24519976,-0.53647771,-0.79770153,-0.40047517,-0.66309231,0.30734277
-0.33603092,-0.41833722,0.037817283,-0.51394598,-0.3328008,-0.33909515,-0.3090005,-0.17397928,-0.4119164,-0.27025102,-0.52608819,-0.8228177,-0.4099402,-0.62555066,0.31146915
-0.28917906,-0.372779,-0.12482011,-0.44604098,-0.33047208,-0.33713327,-0.3086577,-0.14340292,-0.35556685,-0.12304147,-0.60615747,-0.80148241,-0.4596918,-0.66031212,0.31062761
